Open,High,Low,Volume,Predicted Price
100.589996,100.690002,98.040001,1,98.23556386697506
99.949997,102.379997,98.309998,1,100.07015854212595
101.330002,101.779999,95.18,1,96.40622127930452
98.32,105.489998,98.220001,1,103.2290576780844
104.849998,108.040001,104.699997,1,106.7204623065974
108.220001,110.300003,107.720001,1,108.97961862199483
109.019997,114.190002,108.400002,1,112.0180892547863
114.269997,117.57,113.300003,1,115.58499698792437
116.849998,119.75,116.620003,1,118.44756252436075
118.809998,119.25,111.269997,1,112.79747164091972
114.099998,114.849998,109.349998,1,110.51434401684185
110.699997,113.239998,106.260002,1,108.70694799949163
112.160004,114.519997,111.970001,1,113.37794667724661
113.790001,114.769997,107.349998,1,109.0472760141864
108.290001,113.25,104.629997,1,108.73581273283315
112.599998,112.800003,105.199997,1,106.51189406617942
107.839996,113.75,106.5,1,110.82894460111275
113.739998,120.0,109.029999,1,114.3445284055892
118.050003,120.510002,116.080002,1,117.94654370270575
118.550003,127.480003,118.43,1,124.786885561633
127.489998,129.5,126.919998,1,128.15607411643978
130.020004,133.600006,126.610001,1,129.63724193119037
129.25,130.279999,125.760002,1,126.87893856205446
127.959999,129.570007,121.629997,1,123.7899960495294
123.879997,129.25,122.870003,1,126.73313049046928
127.120003,128.039993,122.599998,1,123.8534501482329
124.050003,126.489998,123.099998,1,124.73891218699907
124.470001,128.119995,124.330002,1,126.71020479546557
128.369995,128.570007,124.459999,1,125.04115971881862
125.57,130.630005,125.169998,1,128.67062043008102
132.309998,134.539993,124.580002,1,127.50908007610519
129.5,130.570007,123.360001,1,125.07313219481156
127.389999,129.490005,124.82,1,126.54945296961665
128.380005,132.970001,128.360001,1,131.4271118461395
132.600006,132.910004,129.119995,1,129.6958518835939
130.279999,131.389999,128.360001,1,129.20606178947074
128.899994,130.179993,125.620003,1,126.88269786524256
126.099998,128.309998,125.709999,1,127.05769856493825
127.489998,129.800003,126.510002,1,128.0597511584706
125.459999,126.940002,124.480003,1,125.40174748356543
124.940002,126.230003,119.220001,1,121.00641820058244
125.029999,129.619995,124.32,1,127.53140934244283
130.970001,132.970001,121.989998,1,125.01042317070656
123.089996,123.910004,120.910004,1,121.58712048922985
121.5,122.57,112.099998,1,114.50073768128078
116.529999,119.989998,109.629997,1,113.29910369801408
116.040001,117.650002,105.650002,1,108.66488524237168
94.870003,113.309998,92.0,1,106.10244087519227
112.029999,114.529999,107.360001,1,109.82668317736335
111.75,114.209999,109.769997,1,111.63395835354666
116.580002,116.889999,111.870003,1,112.69557658340456
113.669998,116.690002,112.370003,1,114.51341508952919
113.849998,114.57,107.309998,1,108.8323519363462
109.879997,112.279999,108.209999,1,109.96132077873942
112.730003,112.75,109.559998,1,109.83615507091712
110.800003,119.230003,110.110001,1,116.20496532215523
118.080002,121.220001,113.989998,1,116.82087597900752
120.800003,123.82,119.610001,1,121.73533455042339
120.959999,121.809998,112.269997,1,114.35321743511003
111.379997,119.919998,111.0,1,117.11247067819143
119.269997,119.730003,117.120003,1,117.51615186979501
117.989998,119.410004,114.220001,1,115.68447265281601
118.980003,119.860001,112.849998,1,114.40972142712424
112.18,112.800003,105.809998,1,107.21945587809415
107.279999,109.0,105.57,1,106.81462277608264
107.589996,109.43,104.82,1,106.38095615206058
102.610001,105.849998,96.43,1,99.76945925401117
98.970001,101.190002,95.360001,1,97.38005540170727
98.410004,101.459999,93.419998,1,96.35972308816686
101.519997,101.529999,92.389999,1,93.91827179772726
96.470001,97.330002,93.690002,1,94.50506709568201
93.129997,96.349998,92.589996,1,94.7073205636653
95.019997,98.889999,94.610001,1,97.19170077399355
96.309998,98.019997,93.32,1,94.82120511104053
96.860001,103.75,96.650002,1,101.47002701728277
102.389999,102.830002,100.150002,1,100.53758603891742
101.910004,106.5,101.779999,1,104.85073090344824
105.93,107.650002,104.889999,1,105.99106597570508
106.0,110.419998,104.879997,1,108.03610096106665
110.419998,112.190002,108.120003,1,109.53024140071014
108.970001,112.389999,108.660004,1,110.89118968594127
108.889999,108.949997,104.620003,1,105.15751526003072
105.0,105.650002,92.510002,1,95.23881699422606
93.970001,95.900002,91.849998,1,93.33041370256954
93.0,93.769997,89.470001,1,90.3741062341476
92.389999,95.43,91.650002,1,93.67345988529607
95.870003,100.730003,95.669998,1,98.95490861955506
99.599998,100.400002,96.629997,1,97.44253994048867
97.989998,101.889999,97.550003,1,100.16294828214197
98.690002,99.120003,95.300003,1,95.92194473110538
96.0,96.889999,92.650002,1,93.60863040776508
93.0,96.470001,91.5,1,94.01017575749272
95.389999,96.889999,94.370003,1,95.29287854498592
96.75,99.300003,96.730003,1,98.23368171614324
98.699997,101.0,98.309998,1,99.70515444013539
98.25,104.550003,96.419998,1,101.14040047404613
104.410004,107.650002,104.0,1,106.11319061310991
107.519997,108.940002,107.160004,1,107.89114347049484
108.139999,110.230003,108.080002,1,109.25349508406285
108.860001,109.32,106.309998,1,106.7834668198175
106.620003,108.0,105.5,1,106.36196713761973
107.900002,108.760002,103.129997,1,104.37699389874633
102.650002,116.129997,102.529999,1,112.30934891986809
115.190002,116.18,111.550003,1,112.66015281270609
111.639999,114.639999,111.550003,1,113.4193615783923
112.709999,114.559998,112.279999,1,113.35447235138761
115.019997,118.690002,114.720001,1,117.14228629800306
117.330002,118.209999,113.800003,1,114.80531972412408
117.099998,118.360001,113.309998,1,114.65728965250142
113.650002,114.230003,108.110001,1,109.31377430253275
110.080002,111.720001,105.830002,1,107.55673792159743
107.709999,110.540001,104.080002,1,106.57127308251472
110.120003,112.419998,110.010002,1,111.35411534114908
