Open,High,Low,Volume,Predicted Price
0.42388,0.42902,0.41874,1.0,-0.07360114222990544
0.42388,0.42516,0.41366,1.0,-0.08051386760086432
0.42516,0.43668,0.42516,1.0,-0.0634581235761647
0.42902,0.43157,0.41618,1.0,-0.07647400037985086
0.43927,0.44052,0.43927,1.0,-0.057089399465392876
0.44052,0.45589,0.44052,1.0,-0.045180654744380155
0.45718,0.46357,0.45718,1.0,-0.03528632971670903
0.45718,0.46103,0.44052,1.0,-0.05031897496786886
0.44052,0.44566,0.43157,1.0,-0.05994809714311683
0.43286,0.43668,0.43286,1.0,-0.06156434774633612
0.43286,0.44566,0.42388,1.0,-0.06185565242800095
0.42902,0.43157,0.42516,1.0,-0.06940456974199444
0.42388,0.42388,0.41618,1.0,-0.07949616559825046
0.41618,0.4354,0.41111,1.0,-0.07062417154022926
0.41111,0.41366,0.41111,1.0,-0.08428920188745437
0.41111,0.41111,0.39316,1.0,-0.10034493698075198
0.39956,0.39956,0.39186,1.0,-0.10383434134420133
0.39443,0.40853,0.39443,1.0,-0.0922636995786087
0.40081,0.40724,0.40081,1.0,-0.09166826618795676
0.40593,0.40853,0.40593,1.0,-0.08943533307951412
0.40593,0.40593,0.39443,1.0,-0.1004510992066241
0.39699,0.39956,0.39699,1.0,-0.0984046585331605
0.39699,0.39956,0.39316,1.0,-0.10141979431745785
0.39316,0.39316,0.38164,1.0,-0.11324638780234697
0.38164,0.39186,0.37906,1.0,-0.1100229754091232
0.37906,0.38164,0.35985,1.0,-0.13146342406183636
0.38289,0.38674,0.38289,1.0,-0.11154904915099428
0.38289,0.38419,0.38164,1.0,-0.11445784753469246
0.39699,0.39956,0.39699,1.0,-0.0984046585331605
0.40853,0.41111,0.40853,1.0,-0.08684848599767947
0.40853,0.43668,0.40724,1.0,-0.0685637292964561
0.40853,0.41491,0.40593,1.0,-0.08602706517639863
0.41491,0.41874,0.41491,1.0,-0.07952021479753646
0.41874,0.42388,0.41874,1.0,-0.07469856121352902
0.41874,0.41874,0.40339,1.0,-0.090662406169645
0.40339,0.40339,0.39186,1.0,-0.1030166147474546
0.39443,0.39699,0.39443,1.0,-0.10097411979402648
0.39956,0.40339,0.39956,1.0,-0.09488168674245201
0.39956,0.40339,0.39699,1.0,-0.09690489796063584
0.39956,0.40339,0.39956,1.0,-0.09488168674245201
0.39956,0.40081,0.39443,1.0,-0.10086762706975472
0.39699,0.40593,0.39443,1.0,-0.09561190575943795
0.41874,0.42134,0.41874,1.0,-0.07661575942385496
0.41874,0.42134,0.41111,1.0,-0.08262241374087553
0.41111,0.41111,0.39443,1.0,-0.0993451399974471
0.39443,0.39699,0.36754,1.0,-0.12214304962163897
0.38419,0.38674,0.38419,1.0,-0.1112293207641401
0.38419,0.39316,0.37522,1.0,-0.1134450472878396
0.37906,0.38289,0.37906,1.0,-0.11539700758093857
0.37906,0.38289,0.37906,1.0,-0.11539700758093857
0.37906,0.38419,0.36883,1.0,-0.12246924718920388
0.37138,0.37394,0.34962,1.0,-0.14117172620378532
0.36112,0.36241,0.36112,1.0,-0.13526761339333515
0.36883,0.37138,0.36883,1.0,-0.12660080018263542
0.37394,0.38419,0.37394,1.0,-0.11567500235680483
0.38289,0.38289,0.38289,1.0,-0.11445503856428357
0.39316,0.39699,0.39316,1.0,-0.10128646983349165
0.41366,0.42388,0.41366,1.0,-0.07594796137138993
0.41366,0.41366,0.40593,1.0,-0.0897474208483286
0.40593,0.40853,0.39316,1.0,-0.09948840983290241
0.39443,0.39699,0.38932,1.0,-0.10499692497882007
0.39699,0.40593,0.39699,1.0,-0.09359656695844543
0.41618,0.41618,0.41618,1.0,-0.08114015901729732
0.43668,0.43927,0.43668,1.0,-0.058669899846234386
0.43668,0.45335,0.43286,1.0,-0.05104954478759666
0.4354,0.4354,0.42646,1.0,-0.06894373576610968
0.42646,0.43286,0.42134,1.0,-0.07005241813123453
0.42134,0.42134,0.40724,1.0,-0.08707641088998808
0.41111,0.41874,0.41111,1.0,-0.0804548054668025
0.41111,0.42516,0.41111,1.0,-0.075608973769837
0.43157,0.4354,0.43157,1.0,-0.06284776381367374
0.45718,0.45845,0.45718,1.0,-0.03915091823516126
0.45718,0.45845,0.43927,1.0,-0.05325041742491732
0.43927,0.44694,0.43668,1.0,-0.054282523820993966
