Open,High,Low,Volume,Close,Date,Stock,OpenInt
1.1601,1.1679,1.1371,1,1.1526,01-03-1989,AAPL,0
1.1449,1.1601,1.1128,1,1.1206,02-03-1989,AAPL,0
1.1283,1.1283,1.0886,1,1.1128,03-03-1989,AAPL,0
1.1206,1.1487,1.1038,1,1.1371,06-03-1989,AAPL,0
1.1371,1.1526,1.1206,1,1.1449,07-03-1989,AAPL,0
1.1399,1.1601,1.1283,1,1.1283,08-03-1989,AAPL,0
1.1283,1.1449,1.1038,1,1.1038,09-03-1989,AAPL,0
1.1038,1.1206,1.0961,1,1.1206,10-03-1989,AAPL,0
1.1206,1.1371,1.1128,1,1.1206,13-03-1989,AAPL,0
1.1206,1.1371,1.1167,1,1.1283,14-03-1989,AAPL,0
1.1283,1.1371,1.1128,1,1.1206,15-03-1989,AAPL,0
1.1206,1.1371,1.1038,1,1.1283,16-03-1989,AAPL,0
1.1038,1.1449,1.0886,1,1.1167,17-03-1989,AAPL,0
1.1206,1.1283,1.1038,1,1.1167,20-03-1989,AAPL,0
1.1371,1.1371,1.1128,1,1.1167,21-03-1989,AAPL,0
1.0961,1.1128,1.0807,1,1.0847,22-03-1989,AAPL,0
1.0886,1.1038,1.0807,1,1.1014,23-03-1989,AAPL,0
1.0961,1.1038,1.0731,1,1.0807,27-03-1989,AAPL,0
1.0886,1.1038,1.0886,1,1.0886,28-03-1989,AAPL,0
1.0886,1.1038,1.0886,1,1.0961,29-03-1989,AAPL,0
1.0961,1.1206,1.0886,1,1.1128,30-03-1989,AAPL,0
1.1206,1.1449,1.1128,1,1.1399,31-03-1989,AAPL,0
1.1371,1.1601,1.1128,1,1.1206,03-04-1989,AAPL,0
1.1038,1.1167,1.0847,1,1.1038,04-04-1989,AAPL,0
1.1038,1.1283,1.0961,1,1.1206,05-04-1989,AAPL,0
1.1128,1.1563,1.1038,1,1.1526,06-04-1989,AAPL,0
1.1526,1.2013,1.1526,1,1.1974,07-04-1989,AAPL,0
1.1921,1.2167,1.1768,1,1.1845,10-04-1989,AAPL,0
1.2013,1.2167,1.1845,1,1.2089,11-04-1989,AAPL,0
1.2241,1.2562,1.2128,1,1.2321,12-04-1989,AAPL,0
1.2407,1.2653,1.2241,1,1.2321,13-04-1989,AAPL,0
1.2485,1.2562,1.2241,1,1.2407,14-04-1989,AAPL,0
1.2321,1.2562,1.2167,1,1.2562,17-04-1989,AAPL,0
1.2653,1.2959,1.2562,1,1.2844,18-04-1989,AAPL,0
1.2808,1.332,1.273,1,1.3089,19-04-1989,AAPL,0
1.305,1.3294,1.2883,1,1.305,20-04-1989,AAPL,0
1.2959,1.3089,1.273,1,1.2844,21-04-1989,AAPL,0
1.2808,1.2883,1.2653,1,1.2844,24-04-1989,AAPL,0
1.2808,1.2959,1.273,1,1.2808,25-04-1989,AAPL,0
1.2808,1.2883,1.2526,1,1.273,26-04-1989,AAPL,0
1.2653,1.2808,1.2485,1,1.2614,27-04-1989,AAPL,0
1.2562,1.2653,1.2321,1,1.2485,28-04-1989,AAPL,0
1.2321,1.2562,1.2321,1,1.2485,01-05-1989,AAPL,0
1.2485,1.2883,1.2485,1,1.2768,02-05-1989,AAPL,0
1.273,1.305,1.273,1,1.2883,03-05-1989,AAPL,0
1.2883,1.3202,1.2808,1,1.3126,04-05-1989,AAPL,0
1.3599,1.3689,1.3294,1,1.3294,05-05-1989,AAPL,0
1.3294,1.3524,1.3294,1,1.3524,08-05-1989,AAPL,0
1.3447,1.3769,1.3447,1,1.3599,09-05-1989,AAPL,0
1.3769,1.3932,1.3599,1,1.3841,10-05-1989,AAPL,0
1.3841,1.4162,1.3769,1,1.405,11-05-1989,AAPL,0
1.4243,1.4406,1.4085,1,1.4406,12-05-1989,AAPL,0
1.4327,1.4803,1.4327,1,1.4728,15-05-1989,AAPL,0
1.4728,1.4803,1.4406,1,1.4534,16-05-1989,AAPL,0
1.4486,1.4572,1.4406,1,1.4486,17-05-1989,AAPL,0
1.4486,1.4572,1.4327,1,1.4327,18-05-1989,AAPL,0
1.4327,1.4803,1.4327,1,1.4651,19-05-1989,AAPL,0
1.4651,1.4803,1.4486,1,1.4728,22-05-1989,AAPL,0
1.4728,1.4728,1.4486,1,1.4572,23-05-1989,AAPL,0
1.4486,1.5289,1.4486,1,1.5289,24-05-1989,AAPL,0
1.5124,1.5687,1.5124,1,1.5443,25-05-1989,AAPL,0
1.5443,1.5687,1.5369,1,1.5521,26-05-1989,AAPL,0
1.5443,1.5687,1.5175,1,1.5213,30-05-1989,AAPL,0
1.5213,1.5408,1.5048,1,1.5289,31-05-1989,AAPL,0
1.5289,1.5766,1.5213,1,1.561,01-06-1989,AAPL,0
1.5521,1.5853,1.5521,1,1.5687,02-06-1989,AAPL,0
1.561,1.5687,1.4882,1,1.5048,05-06-1989,AAPL,0
1.4969,1.5048,1.4803,1,1.4969,06-06-1989,AAPL,0
1.4969,1.5521,1.4969,1,1.5443,07-06-1989,AAPL,0
1.5521,1.5687,1.5124,1,1.524,08-06-1989,AAPL,0
1.5124,1.5289,1.4882,1,1.5048,09-06-1989,AAPL,0
1.4969,1.5289,1.4803,1,1.5213,12-06-1989,AAPL,0
1.5213,1.561,1.5048,1,1.5521,13-06-1989,AAPL,0
1.5687,1.6083,1.5443,1,1.5878,14-06-1989,AAPL,0
1.5853,1.5932,1.5213,1,1.5213,15-06-1989,AAPL,0
1.4327,1.4572,1.3932,1,1.4243,16-06-1989,AAPL,0
1.4243,1.4327,1.3932,1,1.4085,19-06-1989,AAPL,0
1.4085,1.4085,1.3524,1,1.3769,20-06-1989,AAPL,0
1.3769,1.3932,1.3524,1,1.3599,21-06-1989,AAPL,0
1.3599,1.4012,1.3447,1,1.3841,22-06-1989,AAPL,0
1.3841,1.4162,1.3841,1,1.405,23-06-1989,AAPL,0
1.4085,1.4085,1.3841,1,1.3932,26-06-1989,AAPL,0
1.4012,1.4162,1.3599,1,1.3638,27-06-1989,AAPL,0
1.3524,1.3524,1.3126,1,1.3366,28-06-1989,AAPL,0
1.3126,1.3202,1.2808,1,1.2998,29-06-1989,AAPL,0
1.2959,1.3366,1.2653,1,1.3202,30-06-1989,AAPL,0
1.3366,1.3366,1.305,1,1.305,03-07-1989,AAPL,0
1.2959,1.305,1.2808,1,1.2959,05-07-1989,AAPL,0
1.305,1.3366,1.2883,1,1.3202,06-07-1989,AAPL,0
1.3202,1.3447,1.2959,1,1.3202,07-07-1989,AAPL,0
1.3126,1.3202,1.2808,1,1.2959,10-07-1989,AAPL,0
1.305,1.3126,1.273,1,1.273,11-07-1989,AAPL,0
1.273,1.2883,1.2653,1,1.2808,12-07-1989,AAPL,0
1.2808,1.3126,1.2653,1,1.2998,13-07-1989,AAPL,0
1.305,1.3126,1.273,1,1.305,14-07-1989,AAPL,0
1.305,1.3202,1.273,1,1.305,17-07-1989,AAPL,0
1.305,1.305,1.2407,1,1.2562,18-07-1989,AAPL,0
1.2653,1.305,1.2485,1,1.2959,19-07-1989,AAPL,0
1.305,1.3202,1.273,1,1.2808,20-07-1989,AAPL,0
1.273,1.2808,1.2485,1,1.2808,21-07-1989,AAPL,0
1.273,1.273,1.2562,1,1.2562,24-07-1989,AAPL,0
1.2562,1.273,1.2167,1,1.2407,25-07-1989,AAPL,0
1.2241,1.2321,1.2089,1,1.2241,26-07-1989,AAPL,0
1.2241,1.2653,1.2167,1,1.2562,27-07-1989,AAPL,0
1.2562,1.273,1.2485,1,1.2614,28-07-1989,AAPL,0
1.2562,1.2808,1.2485,1,1.273,31-07-1989,AAPL,0
1.273,1.2883,1.2562,1,1.2768,01-08-1989,AAPL,0
1.273,1.2959,1.2653,1,1.2959,02-08-1989,AAPL,0
1.2959,1.3294,1.2959,1,1.3202,03-08-1989,AAPL,0
1.3202,1.3689,1.3164,1,1.3689,04-08-1989,AAPL,0
1.3769,1.4085,1.3638,1,1.4012,07-08-1989,AAPL,0
1.3932,1.4327,1.3932,1,1.4123,08-08-1989,AAPL,0
1.4085,1.4651,1.405,1,1.4085,09-08-1989,AAPL,0
1.4085,1.4085,1.3689,1,1.3841,10-08-1989,AAPL,0
1.4085,1.4085,1.3202,1,1.3407,11-08-1989,AAPL,0
1.3294,1.3447,1.2959,1,1.305,14-08-1989,AAPL,0
1.305,1.3294,1.305,1,1.3255,15-08-1989,AAPL,0
1.3294,1.3366,1.2808,1,1.2933,16-08-1989,AAPL,0
1.2883,1.3202,1.2808,1,1.3126,17-08-1989,AAPL,0
1.3366,1.3599,1.3294,1,1.3524,18-08-1989,AAPL,0
1.3524,1.3841,1.3447,1,1.3524,21-08-1989,AAPL,0
1.3447,1.3769,1.3447,1,1.373,22-08-1989,AAPL,0
1.3769,1.4162,1.3599,1,1.4012,23-08-1989,AAPL,0
1.4012,1.4243,1.3932,1,1.4123,24-08-1989,AAPL,0
1.4085,1.4406,1.4085,1,1.4327,25-08-1989,AAPL,0
1.4243,1.4406,1.4085,1,1.4327,28-08-1989,AAPL,0
1.4327,1.4406,1.4012,1,1.4123,29-08-1989,AAPL,0
1.4085,1.4327,1.4085,1,1.4243,30-08-1989,AAPL,0
1.4243,1.4406,1.4162,1,1.4243,31-08-1989,AAPL,0
1.4243,1.4327,1.4162,1,1.4282,01-09-1989,AAPL,0
1.4243,1.4534,1.4243,1,1.4327,05-09-1989,AAPL,0
1.4327,1.4366,1.4085,1,1.4327,06-09-1989,AAPL,0
1.4327,1.4572,1.4327,1,1.4327,07-09-1989,AAPL,0
1.4327,1.4486,1.4243,1,1.4406,08-09-1989,AAPL,0
1.4327,1.4728,1.4243,1,1.4651,11-09-1989,AAPL,0
1.4572,1.4969,1.4406,1,1.4728,12-09-1989,AAPL,0
1.4803,1.4919,1.4406,1,1.4406,13-09-1989,AAPL,0
1.4406,1.4486,1.4243,1,1.4327,14-09-1989,AAPL,0
1.4406,1.4486,1.4162,1,1.4406,15-09-1989,AAPL,0
1.4243,1.4406,1.4085,1,1.4085,18-09-1989,AAPL,0
1.4162,1.4243,1.3769,1,1.3841,19-09-1989,AAPL,0
1.4085,1.4406,1.4012,1,1.4282,20-09-1989,AAPL,0
1.4406,1.4728,1.4162,1,1.4327,21-09-1989,AAPL,0
1.4327,1.4486,1.4162,1,1.4366,22-09-1989,AAPL,0
1.4327,1.4651,1.4327,1,1.4486,25-09-1989,AAPL,0
1.4406,1.4572,1.4327,1,1.4486,26-09-1989,AAPL,0
1.4162,1.4448,1.4085,1,1.4327,27-09-1989,AAPL,0
1.4406,1.4651,1.4406,1,1.4572,28-09-1989,AAPL,0
1.4486,1.4572,1.4243,1,1.4243,29-09-1989,AAPL,0
1.4243,1.4327,1.4012,1,1.4216,02-10-1989,AAPL,0
1.4162,1.4243,1.3807,1,1.396,03-10-1989,AAPL,0
1.4012,1.4282,1.3932,1,1.4162,04-10-1989,AAPL,0
1.4243,1.4882,1.4162,1,1.4572,05-10-1989,AAPL,0
1.4803,1.5443,1.4728,1,1.5408,06-10-1989,AAPL,0
1.5369,1.5932,1.5213,1,1.5853,09-10-1989,AAPL,0
1.5932,1.6137,1.5521,1,1.5853,10-10-1989,AAPL,0
1.561,1.5766,1.5369,1,1.5647,11-10-1989,AAPL,0
1.5687,1.5766,1.5521,1,1.561,12-10-1989,AAPL,0
1.561,1.5853,1.4406,1,1.4651,13-10-1989,AAPL,0
1.4327,1.4969,1.3599,1,1.4969,16-10-1989,AAPL,0
1.4728,1.561,1.4406,1,1.5124,17-10-1989,AAPL,0
1.4882,1.5443,1.4728,1,1.5443,18-10-1989,AAPL,0
1.5443,1.5853,1.5443,1,1.561,19-10-1989,AAPL,0
1.5289,1.5766,1.5213,1,1.5369,20-10-1989,AAPL,0
1.5369,1.5443,1.4803,1,1.4969,23-10-1989,AAPL,0
1.4803,1.5521,1.4486,1,1.524,24-10-1989,AAPL,0
1.5289,1.5289,1.4803,1,1.4882,25-10-1989,AAPL,0
1.4572,1.4882,1.4406,1,1.4486,26-10-1989,AAPL,0
1.4486,1.4651,1.4243,1,1.4486,27-10-1989,AAPL,0
1.4572,1.4728,1.4406,1,1.4651,30-10-1989,AAPL,0
1.4651,1.4882,1.4572,1,1.4882,31-10-1989,AAPL,0
1.4803,1.4969,1.4651,1,1.4764,01-11-1989,AAPL,0
1.4406,1.4406,1.3769,1,1.4085,02-11-1989,AAPL,0
1.4085,1.4243,1.3841,1,1.3841,03-11-1989,AAPL,0
1.3932,1.4085,1.3769,1,1.3841,06-11-1989,AAPL,0
1.3841,1.4243,1.3841,1,1.4085,07-11-1989,AAPL,0
1.4162,1.4486,1.4162,1,1.4406,08-11-1989,AAPL,0
1.4406,1.4728,1.4243,1,1.4728,09-11-1989,AAPL,0
1.4651,1.5048,1.4651,1,1.4969,10-11-1989,AAPL,0
1.4882,1.5124,1.4882,1,1.4882,13-11-1989,AAPL,0
1.4882,1.4969,1.4243,1,1.4327,14-11-1989,AAPL,0
1.4406,1.4486,1.4085,1,1.4162,15-11-1989,AAPL,0
1.4243,1.4327,1.4012,1,1.4327,16-11-1989,AAPL,0
1.4243,1.4486,1.4243,1,1.4327,17-11-1989,AAPL,0
1.4406,1.4572,1.4243,1,1.4486,20-11-1989,AAPL,0
1.4486,1.4882,1.4486,1,1.4486,21-11-1989,AAPL,0
1.4572,1.4651,1.4243,1,1.4327,22-11-1989,AAPL,0
1.4327,1.4406,1.4327,1,1.4327,24-11-1989,AAPL,0
1.4327,1.4486,1.4012,1,1.4085,27-11-1989,AAPL,0
1.4012,1.4162,1.3689,1,1.4123,28-11-1989,AAPL,0
1.3932,1.4162,1.3599,1,1.4085,29-11-1989,AAPL,0
1.4012,1.4243,1.3932,1,1.4162,30-11-1989,AAPL,0
1.4243,1.4406,1.396,1,1.4085,01-12-1989,AAPL,0
1.4012,1.4572,1.4012,1,1.4486,04-12-1989,AAPL,0
1.4486,1.4651,1.4243,1,1.4406,05-12-1989,AAPL,0
1.4406,1.4486,1.3126,1,1.3689,06-12-1989,AAPL,0
1.3524,1.3841,1.3447,1,1.3689,07-12-1989,AAPL,0
1.3599,1.3769,1.3202,1,1.3366,08-12-1989,AAPL,0
1.3126,1.3294,1.2294,1,1.2562,11-12-1989,AAPL,0
1.2562,1.2653,1.1206,1,1.1526,12-12-1989,AAPL,0
1.1526,1.1679,1.1371,1,1.1526,13-12-1989,AAPL,0
1.1449,1.1563,1.1038,1,1.1167,14-12-1989,AAPL,0
1.1128,1.1206,1.0399,1,1.0807,15-12-1989,AAPL,0
1.0807,1.1206,1.0807,1,1.1128,18-12-1989,AAPL,0
1.1038,1.1371,1.1038,1,1.1206,19-12-1989,AAPL,0
1.1449,1.1601,1.1283,1,1.1449,20-12-1989,AAPL,0
1.1449,1.1601,1.1371,1,1.1601,21-12-1989,AAPL,0
1.1601,1.1921,1.1526,1,1.1679,22-12-1989,AAPL,0
1.1768,1.1768,1.1283,1,1.1371,26-12-1989,AAPL,0
1.1371,1.1449,1.1206,1,1.1245,27-12-1989,AAPL,0
1.1206,1.1283,1.0961,1,1.1078,28-12-1989,AAPL,0
1.1128,1.1449,1.1014,1,1.1283,29-12-1989,AAPL,0
1.1283,1.2013,1.1206,1,1.1921,02-01-1990,AAPL,0
1.2167,1.2167,1.2013,1,1.2013,03-01-1990,AAPL,0
1.2241,1.2407,1.1921,1,1.2037,04-01-1990,AAPL,0
1.2089,1.2241,1.1845,1,1.2089,05-01-1990,AAPL,0
1.2013,1.2167,1.1845,1,1.2167,08-01-1990,AAPL,0
1.2167,1.2167,1.1845,1,1.2037,09-01-1990,AAPL,0
1.2037,1.2037,1.1449,1,1.1526,10-01-1990,AAPL,0
1.1601,1.1601,1.1038,1,1.1038,11-01-1990,AAPL,0
1.0961,1.1128,1.0807,1,1.1038,12-01-1990,AAPL,0
1.1038,1.1449,1.0961,1,1.0961,15-01-1990,AAPL,0
1.0731,1.1206,1.0486,1,1.1167,16-01-1990,AAPL,0
1.1128,1.1128,1.0566,1,1.0641,17-01-1990,AAPL,0
1.0566,1.0731,1.0322,1,1.0374,18-01-1990,AAPL,0
1.0807,1.1038,1.0731,1,1.0961,19-01-1990,AAPL,0
1.0886,1.1038,1.0641,1,1.0641,22-01-1990,AAPL,0
1.0807,1.0961,1.0566,1,1.0807,23-01-1990,AAPL,0
1.0399,1.0961,1.0322,1,1.0886,24-01-1990,AAPL,0
1.0961,1.1128,1.0886,1,1.0924,25-01-1990,AAPL,0
1.0886,1.0886,1.0322,1,1.0486,26-01-1990,AAPL,0
1.0566,1.0731,1.0282,1,1.0641,29-01-1990,AAPL,0
1.0641,1.1038,1.0566,1,1.0886,30-01-1990,AAPL,0
1.1038,1.1128,1.0566,1,1.0886,31-01-1990,AAPL,0
1.1038,1.1078,1.0731,1,1.0757,01-02-1990,AAPL,0
1.0641,1.1128,1.0641,1,1.0961,02-02-1990,AAPL,0
1.0961,1.1283,1.0886,1,1.1206,05-02-1990,AAPL,0
1.1128,1.1206,1.0886,1,1.1128,06-02-1990,AAPL,0
1.0566,1.0886,1.0399,1,1.0641,07-02-1990,AAPL,0
1.0641,1.0731,1.0322,1,1.0566,08-02-1990,AAPL,0
1.0731,1.1038,1.0641,1,1.0961,09-02-1990,AAPL,0
1.0961,1.1038,1.0807,1,1.0886,12-02-1990,AAPL,0
1.0886,1.1206,1.0807,1,1.1038,13-02-1990,AAPL,0
1.1038,1.1128,1.0807,1,1.0961,14-02-1990,AAPL,0
1.0807,1.0961,1.0731,1,1.0961,15-02-1990,AAPL,0
1.0961,1.1038,1.0807,1,1.0807,16-02-1990,AAPL,0
1.0731,1.0807,1.0566,1,1.0731,20-02-1990,AAPL,0
1.0486,1.0961,1.0399,1,1.0886,21-02-1990,AAPL,0
1.0886,1.1038,1.0566,1,1.0566,22-02-1990,AAPL,0
1.0486,1.0731,1.0486,1,1.0641,23-02-1990,AAPL,0
1.0566,1.0961,1.0566,1,1.0886,26-02-1990,AAPL,0
1.0886,1.0961,1.0731,1,1.0731,27-02-1990,AAPL,0
1.0731,1.0886,1.0641,1,1.0886,28-02-1990,AAPL,0
1.0731,1.1128,1.0641,1,1.0961,01-03-1990,AAPL,0
1.0731,1.1128,1.0641,1,1.0807,02-03-1990,AAPL,0
1.0731,1.1128,1.0731,1,1.1038,05-03-1990,AAPL,0
1.1206,1.1283,1.1038,1,1.1283,06-03-1990,AAPL,0
1.1206,1.1526,1.1206,1,1.1331,07-03-1990,AAPL,0
1.1449,1.1845,1.1206,1,1.1768,08-03-1990,AAPL,0
1.1768,1.2013,1.1601,1,1.1808,09-03-1990,AAPL,0
1.1921,1.2013,1.1601,1,1.1718,12-03-1990,AAPL,0
1.1679,1.1921,1.1601,1,1.1808,13-03-1990,AAPL,0
1.1768,1.1921,1.1679,1,1.1845,14-03-1990,AAPL,0
1.1679,1.2167,1.1679,1,1.1768,15-03-1990,AAPL,0
1.2808,1.305,1.2526,1,1.2883,16-03-1990,AAPL,0
1.2959,1.3599,1.2808,1,1.3575,19-03-1990,AAPL,0
1.3524,1.3769,1.305,1,1.3255,20-03-1990,AAPL,0
1.3202,1.3524,1.3202,1,1.332,21-03-1990,AAPL,0
1.3366,1.3524,1.305,1,1.305,22-03-1990,AAPL,0
1.3202,1.3769,1.3126,1,1.3524,23-03-1990,AAPL,0
1.3599,1.3894,1.3447,1,1.3524,26-03-1990,AAPL,0
1.3447,1.3524,1.3202,1,1.3447,27-03-1990,AAPL,0
1.3447,1.3486,1.3126,1,1.3202,28-03-1990,AAPL,0
1.3126,1.3294,1.305,1,1.3164,29-03-1990,AAPL,0
1.2808,1.3126,1.2808,1,1.2883,30-03-1990,AAPL,0
1.2808,1.2998,1.2653,1,1.2883,02-04-1990,AAPL,0
1.2959,1.3366,1.2959,1,1.3366,03-04-1990,AAPL,0
1.3294,1.3447,1.305,1,1.3202,04-04-1990,AAPL,0
1.3126,1.3202,1.2808,1,1.2883,05-04-1990,AAPL,0
1.2883,1.3202,1.273,1,1.2768,06-04-1990,AAPL,0
1.273,1.3294,1.2653,1,1.3164,09-04-1990,AAPL,0
1.3202,1.3447,1.3126,1,1.3202,10-04-1990,AAPL,0
1.3294,1.3769,1.3294,1,1.3599,11-04-1990,AAPL,0
1.3769,1.4085,1.3599,1,1.3841,12-04-1990,AAPL,0
1.3932,1.4162,1.3841,1,1.4012,16-04-1990,AAPL,0
1.3841,1.3932,1.3689,1,1.3841,17-04-1990,AAPL,0
1.3841,1.4012,1.3599,1,1.3841,18-04-1990,AAPL,0
1.3366,1.3807,1.2808,1,1.2883,19-04-1990,AAPL,0
1.3089,1.3294,1.273,1,1.2883,20-04-1990,AAPL,0
1.2883,1.2959,1.2653,1,1.273,23-04-1990,AAPL,0
1.2808,1.2959,1.2321,1,1.2407,24-04-1990,AAPL,0
1.2407,1.2485,1.2241,1,1.2407,25-04-1990,AAPL,0
1.2485,1.2653,1.2204,1,1.2446,26-04-1990,AAPL,0
1.2485,1.2653,1.2407,1,1.2526,27-04-1990,AAPL,0
1.2562,1.273,1.2485,1,1.2614,30-04-1990,AAPL,0
1.273,1.2808,1.2614,1,1.2677,01-05-1990,AAPL,0
1.273,1.2808,1.2562,1,1.273,02-05-1990,AAPL,0
1.273,1.2883,1.273,1,1.2808,03-05-1990,AAPL,0
1.2808,1.305,1.2562,1,1.2808,04-05-1990,AAPL,0
1.273,1.3366,1.273,1,1.3294,07-05-1990,AAPL,0
1.3126,1.3447,1.3126,1,1.3366,08-05-1990,AAPL,0
1.332,1.3447,1.3202,1,1.3407,09-05-1990,AAPL,0
1.3366,1.3366,1.2959,1,1.3255,10-05-1990,AAPL,0
1.3255,1.3689,1.305,1,1.3638,11-05-1990,AAPL,0
1.3689,1.3689,1.3202,1,1.3366,14-05-1990,AAPL,0
1.3255,1.3447,1.3126,1,1.3366,15-05-1990,AAPL,0
1.3366,1.3366,1.3126,1,1.332,16-05-1990,AAPL,0
1.3366,1.3524,1.3126,1,1.3294,17-05-1990,AAPL,0
1.3202,1.3294,1.2653,1,1.273,18-05-1990,AAPL,0
1.2653,1.2808,1.2407,1,1.2653,21-05-1990,AAPL,0
1.2844,1.3294,1.2808,1,1.3255,22-05-1990,AAPL,0
1.3202,1.3599,1.3202,1,1.3447,23-05-1990,AAPL,0
1.3524,1.3524,1.3294,1,1.3447,24-05-1990,AAPL,0
1.2653,1.305,1.2485,1,1.2808,25-05-1990,AAPL,0
1.2808,1.3202,1.2562,1,1.3126,29-05-1990,AAPL,0
1.332,1.3366,1.3202,1,1.3255,30-05-1990,AAPL,0
1.3294,1.3294,1.3126,1,1.3202,31-05-1990,AAPL,0
1.3255,1.3447,1.305,1,1.305,01-06-1990,AAPL,0
1.305,1.3126,1.273,1,1.305,04-06-1990,AAPL,0
1.3126,1.3126,1.2485,1,1.2653,05-06-1990,AAPL,0
1.2485,1.2653,1.2407,1,1.2653,06-06-1990,AAPL,0
1.2653,1.273,1.2321,1,1.2485,07-06-1990,AAPL,0
1.2321,1.2321,1.2013,1,1.2241,08-06-1990,AAPL,0
1.2089,1.2485,1.2089,1,1.2485,11-06-1990,AAPL,0
1.2526,1.2959,1.2407,1,1.2959,12-06-1990,AAPL,0
1.2933,1.305,1.273,1,1.273,13-06-1990,AAPL,0
1.2808,1.2883,1.2562,1,1.273,14-06-1990,AAPL,0
1.273,1.2808,1.2526,1,1.2653,15-06-1990,AAPL,0
1.2562,1.2653,1.2485,1,1.2562,18-06-1990,AAPL,0
1.2485,1.273,1.2294,1,1.2677,19-06-1990,AAPL,0
1.2768,1.2883,1.273,1,1.2808,20-06-1990,AAPL,0
1.2808,1.3447,1.2808,1,1.3407,21-06-1990,AAPL,0
1.3447,1.3638,1.3202,1,1.3294,22-06-1990,AAPL,0
1.3294,1.3366,1.2883,1,1.3202,25-06-1990,AAPL,0
1.3366,1.3447,1.2933,1,1.2998,26-06-1990,AAPL,0
1.305,1.3447,1.2883,1,1.3294,27-06-1990,AAPL,0
1.3689,1.3841,1.3366,1,1.3769,28-06-1990,AAPL,0
1.3769,1.4366,1.3689,1,1.4327,29-06-1990,AAPL,0
1.4243,1.4243,1.4012,1,1.4085,02-07-1990,AAPL,0
1.405,1.4243,1.4012,1,1.4085,03-07-1990,AAPL,0
1.4012,1.4162,1.3841,1,1.3932,05-07-1990,AAPL,0
1.3932,1.4406,1.3841,1,1.4327,06-07-1990,AAPL,0
1.4406,1.5048,1.4327,1,1.4919,09-07-1990,AAPL,0
1.5048,1.5213,1.4969,1,1.5048,10-07-1990,AAPL,0
1.4969,1.5048,1.4651,1,1.5048,11-07-1990,AAPL,0
1.4969,1.5213,1.4882,1,1.5175,12-07-1990,AAPL,0
1.5213,1.5289,1.4969,1,1.4969,13-07-1990,AAPL,0
1.4969,1.5085,1.4486,1,1.4598,16-07-1990,AAPL,0
1.4651,1.4728,1.4085,1,1.4162,17-07-1990,AAPL,0
1.4243,1.4406,1.3769,1,1.4282,18-07-1990,AAPL,0
1.305,1.3599,1.2808,1,1.3366,19-07-1990,AAPL,0
1.3447,1.3599,1.305,1,1.3126,20-07-1990,AAPL,0
1.3126,1.3366,1.2808,1,1.3294,23-07-1990,AAPL,0
1.3447,1.3524,1.3126,1,1.3486,24-07-1990,AAPL,0
1.3447,1.3841,1.3366,1,1.3524,25-07-1990,AAPL,0
1.3524,1.3599,1.3126,1,1.3255,26-07-1990,AAPL,0
1.3202,1.3366,1.2959,1,1.3255,27-07-1990,AAPL,0
1.305,1.3599,1.305,1,1.3575,30-07-1990,AAPL,0
1.3599,1.3689,1.3294,1,1.3447,31-07-1990,AAPL,0
1.3447,1.3689,1.3294,1,1.3575,01-08-1990,AAPL,0
1.3202,1.4012,1.3202,1,1.3932,02-08-1990,AAPL,0
1.3932,1.4012,1.273,1,1.3202,03-08-1990,AAPL,0
1.2485,1.2959,1.2321,1,1.2653,06-08-1990,AAPL,0
1.2883,1.2998,1.2407,1,1.2653,07-08-1990,AAPL,0
1.2653,1.305,1.2653,1,1.2844,08-08-1990,AAPL,0
1.2883,1.2959,1.2562,1,1.2653,09-08-1990,AAPL,0
1.2407,1.2562,1.2241,1,1.2407,10-08-1990,AAPL,0
1.2167,1.2808,1.2128,1,1.2768,13-08-1990,AAPL,0
1.2808,1.2808,1.2562,1,1.273,14-08-1990,AAPL,0
1.2808,1.2883,1.2562,1,1.2562,15-08-1990,AAPL,0
1.2485,1.2677,1.2321,1,1.2321,16-08-1990,AAPL,0
1.2321,1.2321,1.1449,1,1.1679,17-08-1990,AAPL,0
1.1679,1.2013,1.1601,1,1.1768,20-08-1990,AAPL,0
1.1449,1.1768,1.1283,1,1.1601,21-08-1990,AAPL,0
1.1845,1.1845,1.1167,1,1.1245,22-08-1990,AAPL,0
1.0961,1.1206,1.0731,1,1.1038,23-08-1990,AAPL,0
1.1283,1.1526,1.1128,1,1.1371,24-08-1990,AAPL,0
1.1768,1.2167,1.1601,1,1.2089,27-08-1990,AAPL,0
1.2013,1.2294,1.1921,1,1.2204,28-08-1990,AAPL,0
1.2167,1.2204,1.1768,1,1.1921,29-08-1990,AAPL,0
1.1921,1.2013,1.1526,1,1.1601,30-08-1990,AAPL,0
1.1526,1.1921,1.1526,1,1.1845,31-08-1990,AAPL,0
1.1679,1.2013,1.1679,1,1.1845,04-09-1990,AAPL,0
1.1921,1.1921,1.1449,1,1.1526,05-09-1990,AAPL,0
1.1371,1.1526,1.1283,1,1.1449,06-09-1990,AAPL,0
1.1371,1.1768,1.1245,1,1.1655,07-09-1990,AAPL,0
1.1845,1.1845,1.1449,1,1.1449,10-09-1990,AAPL,0
1.1526,1.1563,1.0807,1,1.0886,11-09-1990,AAPL,0
1.1038,1.1038,1.0731,1,1.0886,12-09-1990,AAPL,0
1.1038,1.1128,1.0566,1,1.0807,13-09-1990,AAPL,0
1.0731,1.0961,1.0641,1,1.0886,14-09-1990,AAPL,0
